,budget,id,popularity,revenue,runtime,title,vote_average,vote_count
3341,7000000,77930,35.897151,167221571,110,Magic Mike,6.1,1040
3343,7000000,253,30.465138,161777836,121,Live and Let Die,6.4,533
3344,7000000,17908,5.675535,33400000,95,My Dog Skip,6.5,69
3345,51059418.94,8390,29.173266,55447968,112,"Definitely, Maybe",6.7,620
3346,6600000,57119,4.492455,37710610,112,Jumping the Broom,6,56
3347,7000000,3291,17.717681,54600000,93,"Good Night, and Good Luck.",6.8,273
3348,7000000,398,17.434862,49084830,114,Capote,6.8,384
3351,7000000,682,30.214716,97572000,125,The Man with the Golden Gun,6.3,524
3357,51059418.94,1696,16.754452,33400000,107,The Devil's Rejects,6.6,322
3358,700000,308639,29.761163,17986781,103,Dope,7.2,691
3360,7000000,2662,19.301432,16829545,89,House of 1000 Corpses,6,306
3365,7000000,241771,8.079046,14618727,116,Beyond the Lights,7,139
3376,7000000,39053,15.212569,33400000,91,Cyrus,6.1,133
3381,51059418.94,226354,1.799504,33400000,100,The Christmas Candle,5.8,8
3390,7000000,44835,13.635828,382946,106,Hesher,6.7,212
3394,7000000,306745,8.184588,573335,103,Freeheld,7.1,164
3395,7000000,47088,2.26778,453079,108,The Extra Man,5.9,29
3399,6000000,8374,34.917447,30471,108,The Boondock Saints,7.2,837
3401,7000000,78381,5.060656,33400000,84,Twixt,5,85
3414,6800000,46738,21.285206,7103838,130,Incendies,7.9,479
3416,51059418.94,41009,3.810943,33400000,88,Perrier’s Bounty,5.1,24
3417,4000000,7347,23.604936,33400000,115,Elite Squad,7.8,504
3418,6500000,250546,60.225219,255273813,99,Annabelle,5.6,1517
3433,6500000,87499,16.574756,2401510,116,The East,6.5,305
3436,6500000,28089,8.432401,1521261,113,The Messenger,7.1,119
3439,6400000,218,74.234793,78371200,108,The Terminator,7.3,4128
3440,4800000,338,11.086001,79384880,121,"Good bye, Lenin!",7.4,586
3454,6000000,629,64.025031,23341568,106,The Usual Suspects,8.1,3254
3457,6000000,12163,40.196514,44703995,109,The Wrestler,7.3,1000
3460,6000000,1103,24.351305,50244700,99,Escape from New York,6.9,703
3462,6000000,14144,12.601677,18197398,89,Daddy Day Camp,4.4,91
3474,6000000,83686,14.988746,13231461,96,The Words,6.4,379
3475,51059418.94,80304,5.754416,33400000,84,Casa De Mi Padre,5.5,103
3477,6000000,67913,19.411141,19560274,96,The Guard,6.8,372
3479,6000000,1443,26.218912,10409377,97,The Virgin Suicides,7.1,817
3486,51059418.94,347764,1.273773,33400000,96,Goddess of Love,6.2,9
3495,6000000,59728,0.215464,399611,97,The 5th Quarter,4.7,12
3507,12000000,97614,10.19041,66351,95,Deadfall,5.6,224
3513,6000000,244783,6.349218,32251,86,Song One,5.5,87
3514,4000000,16564,5.013575,530048,103,Winter in Wartime,6.8,66
3517,51059418.94,135595,2.204138,33400000,91,Trade Of Innocents,5.5,12
3520,3500159,455,22.054546,76578641,112,Bend It Like Beckham,6.2,578
3524,5600000,10664,22.341462,18469680,85,[REC]²,6.4,489
3525,51059418.94,55567,0.305922,531826,105,Standing Ovation,3.9,6
3534,5500000,33155,2.141143,4865000,95,Galaxina,3.3,16
3536,4361898,321,2.080741,3031801,92,Mambo Italiano,5.6,28
3542,5500000,193722,3.21392,33400000,100,R100,5.4,31
3545,8000000,51995,3.653305,33400000,96,Salvation Boulevard,5.6,28
3549,51059418.94,84204,9.451228,33400000,94,Grabbers,6,140
3553,51059418.94,63006,0.075817,33400000,130,Dum Maaro Dum,5.4,7
3554,5000000,91586,48.375848,33400000,106,Insidious: Chapter 2,6.5,1211
3556,15000000,333371,53.698683,108286421,103,10 Cloverfield Lane,6.8,2468
3559,5000000,72571,29.15813,205703818,83,Paranormal Activity 3,5.9,669
3572,3300000,243940,20.304235,64110728,83,The Lazarus Effect,5.1,505
3573,9000000,77,60.715151,39723096,113,Memento,8.1,4028
3583,10000000,59968,15.688439,17273593,90,Our Idiot Brother,5.9,365
3586,5000000,256274,26.510558,40100000,93,"As Above, So Below",6.1,766
3594,5000000,122081,62.554173,31724284,94,Spring Breakers,5,1551
3598,51059418.94,14745,8.309894,33400000,82,The Haunting of Molly Hartley,4.3,48
3604,5000000,50357,17.028252,25562924,86,Apollo 18,5,356
3605,5000000,13090,19.336367,16174377,102,Sunshine Cleaning,6.5,255
3609,20000000,351819,14.947588,21164799,92,Fifty Shades of Black,4.3,331
3624,5000000,17431,46.114184,9760104,97,Moon,7.6,1794
3628,4000000,46332,4.992475,41424067,120,Of Gods and Men,6.5,91
3629,5000000,13996,6.174435,4040588,110,Bottle Shock,6.6,60
3631,5000000,1024,8.753409,3049135,99,Heavenly Creatures,7,294
3633,5000000,45658,9.169411,2614773,97,Everything Must Go,6,208
3638,5000000,27585,10.095184,5129058,91,Rabbit Hole,6.9,165
3640,5000000,313922,30.001024,3220371,95,Green Room,6.7,683
3642,5000000,199933,1.731035,846704,99,Atlas Shrugged Part III: Who is John Galt?,3.9,15
3645,51059418.94,38428,0.080704,33400000,136,"Gandhi, My Father",6,2
3653,5000000,298312,38.94708,98450062,94,The Visit,6,1360
3657,5000000,77495,9.136965,33400000,107,Sleep Tight,7,202
3664,51059418.94,340816,1.985243,33400000,95,Christmas Eve,6.1,24
3671,5000000,290825,8.618793,33400000,88,Yoga Hosers,4.7,102
3677,4800000,1690,38.83192,80578934,94,Hostel,5.7,887
3678,51059418.94,8435,3.500741,33400000,94,A Cock and Bull Story,6.2,43
3690,4600000,50848,6.368933,33400000,100,The Names of Love,7.3,93
3696,6000000,712,29.834065,254700832,117,Four Weddings and a Funeral,6.6,632
3705,5000000,252680,10.274542,10429707,98,Moms' Night Out,5.5,121
3711,51059418.94,4550,17.074843,23803308,115,Sympathy for Lady Vengeance,7.4,356
3715,51059418.94,68818,5.223096,623528,98,Blackthorn,6.6,73
3717,4500000,36419,14.570359,3606395,104,After.Life,5.4,251
3731,4200000,10947,16.536374,33400000,98,High School Musical,6.1,1000
3734,3705538,11386,8.839651,62548947,112,The Crying Game,6.9,176
3736,4000000,29426,10.789912,33400000,90,Survival of the Dead,4.6,116
3742,4000000,287424,40.016306,187112,95,Maggie,5.2,593
3743,3600000,451,22.030517,49800000,112,Leaving Las Vegas,7.1,360
3746,4000000,241251,24.161735,52425855,91,The Boy Next Door,4.1,1022
3748,3500000,39781,15.338211,34705850,106,The Kids Are All Right,6.5,506
3749,4000000,8337,29.852608,13008928,94,They Live,7.1,550
3754,4000000,512,17.229537,31584901,96,Scoop,6.4,420
3772,4000000,8141,6.091951,2426851,90,You Kill Me,6.2,80
3778,51059418.94,64678,12.690224,1406224,83,The Art of Getting By,6.5,415
3784,3000000,25719,1.204941,302204,109,Shooting Fish,7,23
3787,51059418.94,20468,0.502396,33400000,87,The Big Tease,5.8,6
3789,9500000,44945,21.230737,120000,104,Trust,6.6,307
3795,650000,52015,12.496261,33245,98,Stake Land,6.2,285
3806,4000000,257087,12.822534,33400000,93,The Veil,4.5,118
3807,51059418.94,46420,4.989985,33400000,84,The Loved Ones,6.6,207
3808,4000000,114635,1.390659,33400000,78,The Helpers,4.1,8
3817,967686,37495,20.544999,4270000,101,Four Lions,7,423
3821,3800000,5178,2.201678,33400000,95,The Good Heart,6,21
3822,4000000,8618,3.771652,13401952,109,The History Boys,6.6,66
3827,3500000,10634,25.5748,28215918,91,Friday,7,503
3835,3500000,310131,50.319662,40423945,92,The Witch,6.3,1434
3843,1000000,205321,20.466433,33400000,86,Sharknado,3.8,476
3845,3500000,46146,12.982319,4159678,103,Troll Hunter,6.7,583
3855,3500000,370662,1.618138,33400000,100,Time to Choose,0,0
3861,8000000,1667,17.537154,127392239,80,March of the Penguins,6.9,358
3862,3500000,50839,26.259389,19504039,107,Margin Call,6.7,524
3865,3300000,244786,192.528841,13092000,105,Whiplash,8.3,4254
3866,3300000,598,44.356711,30641770,130,City of God,8.1,1814
3868,3400000,75861,6.723057,33400000,118,To Write Love on Her Arms,6.8,47
3879,51059418.94,22051,8.308442,2277396,99,Adam,6.9,150
3880,51059418.94,436,3.027892,33400000,101,Maria Full of Grace,6.9,101
3881,3200000,55347,11.933449,5332926,105,Beginners,6.8,347
3883,2700000,8469,17.332585,141000000,109,Animal House,7,418
3884,2500000,658,47.812466,124881062,110,Goldfinger,7.2,987
3885,2400000,125490,11.753553,33400000,110,Antiviral,5.7,112
3887,4000000,627,63.513324,16491080,93,Trainspotting,7.8,2655
3889,3000000,41436,22.789649,177512032,91,Paranormal Activity 2,5.7,722
3891,4000000,1430,11.414843,35564473,120,Bowling for Columbine,7.3,453
3901,16000000,10991,9.18885,68411275,93,Pokémon: Spell of the Unknown,5.9,137
3920,3000000,15158,5.003615,7282851,97,Phantasm II,6.3,94
3936,3000000,868,2.504169,9879971,94,Tsotsi,6.9,94
3942,3000000,49010,16.900433,748453,86,Hobo with a Shotgun,5.7,211
3947,51059418.94,82533,3.750338,33400000,99,Damsels in Distress,5.6,67
3949,3000000,84174,20.95282,11947954,87,Bachelorette,5.3,444
3957,51059418.94,39563,9.342465,33400000,88,The Eclipse,6.1,15
3976,51059418.94,325173,5.485217,33400000,80,Close Range,4.9,54
3979,3000000,43942,1.781462,103735,93,Freakonomics,6.6,36
3986,2777000,630,67.417542,33754967,102,The Wizard of Oz,7.4,1642
4001,51059418.94,14137,1.73892,33400000,86,Beer League,5.3,22
4003,2600000,14139,19.02965,553198,92,Timecrimes,7,308
4007,51059418.94,72914,0.545825,33400000,97,"Fat, Sick & Nearly Dead",7.1,47
4008,2500000,139038,18.661541,60141683,86,A Haunted House,5.4,516
4009,2500000,126509,0.973582,33400000,87,2016: Obama's America,4.6,19
4014,51059418.94,181330,9.799357,32230907,74,Kevin Hart: Let Me Explain,7.1,95
4022,2500000,84329,23.419061,3325038,85,Robot & Frank,6.8,450
4024,2500000,157386,25.722747,6854611,95,The Spectacular Now,6.8,1048
4025,51059418.94,13007,9.774126,33400000,101,Religulous,7.2,197
4032,2500000,20764,4.624691,107559,90,Sleep Dealer,6,40
4033,2500000,45132,12.204569,324138,96,Super,6.6,441
4040,2500000,356216,1.759506,33400000,110,The Rise of the Krays,4.5,19
4041,2380000,11798,8.395624,8176544,101,This Is England,7.4,363
4050,2280000,756,32.875469,83320000,124,Fantasia,7.2,808
4066,1500000,8329,31.691617,30448000,78,[REC],7.1,934
4069,51059418.94,347548,2.122451,33400000,77,Containment,5.1,36
4071,2000000,657,41.298723,78898765,115,From Russia with Love,6.9,760
4079,2000000,226,15.557144,11540607,118,Boys Don't Cry,7.2,353
4082,1000000,72213,5.961119,34522221,129,Courageous,6.8,77
4087,51059418.94,2771,7.792851,6003587,101,American Splendor,7.1,120
4088,2700000,80,14.799323,15992615,80,Before Sunset,7.6,718
4092,2000000,39013,20.834883,13831503,100,Winter's Bone,6.8,565
4096,2000000,44639,16.930914,7871522,109,Inside Job,7.7,286
4099,2000000,7873,12.999023,5967038,120,Harsh Times,6.3,197
4103,2000000,1378,14.846001,5179037,101,Shortbus,6.3,140
4106,2000000,12901,2.283796,1431623,102,No End in Sight,7.2,23
4109,51059418.94,57120,4.749885,876302,104,Meek's Cutoff,6.5,77
4122,13500000,273899,5.16023,187674,129,Stonewall,5.2,32
4125,51059418.94,171759,2.952932,33400000,97,The Lost Medallion: The Adventures of Billy Stone,5.6,13
4133,51059418.94,215881,5.099368,33400000,98,Plush,5.4,40
4134,51059418.94,18238,6.632891,33400000,86,Lesbian Vampire Killers,5.3,124
4137,1000000,50698,13.222268,33400000,92,Grave Encounters,6.1,381
4139,2000000,34335,9.68793,33400000,98,Nine Dead,5.2,84
4142,51059418.94,119458,0.174311,33400000,103,Supercapitalist,3.5,2
4149,51059418.94,188652,0.209475,33400000,106,The Ghastly Love of Johnny X,6.6,8
4158,2000000,299553,1.187764,33400000,92,Shark Lake,4.4,19
4162,1987650,26388,32.841229,19152480,94,Buried,6.6,827
4163,51059418.94,49020,8.518866,864659,97,Submarine,7.4,443
4164,51059418.94,159037,4.892203,33400000,88,The Square,7.8,55
4167,51059418.94,14048,14.331992,2957978,94,Man on Wire,7.5,275
4170,1800000,38358,14.838986,67738090,87,The Last Exorcism,5.6,328
4171,51059418.94,33511,1.950959,33400000,98,Nowhere Boy,7.2,244
4174,1800000,542,2.179428,33400000,118,The Crime of Padre Amaro,6.2,36
4175,1800000,84175,12.471239,21107746,93,Beasts of the Southern Wild,6.8,403
4180,51059418.94,58492,0.692497,621951,87,The Greatest Movie Ever Sold,6.4,88
4182,51059418.94,37232,0.749699,33400000,108,Travellers and Magicians,6.8,9
4191,1493619,246449,2.492747,33400000,90,Against the Wild,4.9,19
4192,51059418.94,32579,2.756435,23311391,106,Under the Same Moon,7,28
4203,51059418.94,206284,2.160586,33400000,102,Grace Unplugged,6,24
4224,1500000,49018,58.594852,97009150,103,Insidious,6.8,1737
4229,1500000,129139,15.017068,3566225,104,The To Do List,5.5,342
4237,51059418.94,11908,12.677016,33400000,83,Hatchet,5.7,159
4240,1500000,1961,7.5591,173066,86,My Name Is Bruce,5.9,107
4246,2000000,29406,1.20173,33400000,90,Trucker,6.8,16
4248,1500000,104755,14.504326,1165882,101,The Lords of Salem,5.1,242
4249,51059418.94,253306,10.322858,33400000,109,Housebound,6.5,358
4255,51059418.94,426469,0.71087,33400000,102,Growing Up Smith,7.4,7
4257,1500000,301325,2.815228,33400000,90,#Horror,3.3,52
4259,1488423,408,80.171283,184925486,83,Snow White and the Seven Dwarfs,6.9,1914
4263,2000000,394047,1.193219,33400000,101,The Dog Lover,5.3,6
4266,51059418.94,280381,0.43049,33400000,91,House at the End of the Drive,0,0
4268,1350000,100,16.032594,3897569,105,"Lock, Stock and Two Smoking Barrels",7.5,1648
4286,15000000,46256,0.165909,33400000,87,The Lion of Judah,5.8,2
4299,1200000,176124,3.085411,2861020,114,Home Run,6.3,24
4302,1200000,429,88.377076,6000000,161,"The Good, the Bad and the Ugly",8.1,2311
4304,1250000,98369,1.6116,33400000,106,Blue Like Jazz,5.8,25
4306,900000,89750,0.097913,25000,97,"Pink Ribbons, Inc.",6.8,6
4317,51059418.94,157422,1.906151,33400000,91,The Wicked Within,4.2,26
4326,1100000,94329,40.285095,4105187,101,The Raid,7.3,1055
4330,51059418.94,27374,4.653047,33400000,84,Lake Mungo,6.1,90
4331,1250000,26815,3.000435,33400000,156,Rocket Singh: Salesman of the Year,7,27
4339,950000,646,48.901542,59600000,110,Dr. No,6.9,940
4340,51059418.94,93856,20.649145,18112929,88,Chernobyl Diaries,4.9,483
4345,3500000,46705,26.881611,16566240,112,Blue Valentine,6.9,890
4346,1000000,546,9.773398,13350369,103,Transamerica,6.9,144
4347,1000000,76487,13.152822,101758490,83,The Devil Inside,4.6,262
4348,2090000,5722,4.289003,40000000,109,Beyond the Valley of the Dolls,6.6,53
4350,1000000,1781,14.139004,46243000,100,An Inconvenient Truth,6.7,251
4352,51059418.94,7944,2.162522,33400000,122,Shine a Light,7.2,44
4356,51059418.94,18570,15.017162,33400000,94,"Food, Inc.",7.4,217
4357,51059418.94,83860,1.86221,5355847,107,October Baby,6.8,35
4360,51059418.94,50837,17.806082,3538446,101,Martha Marcy May Marlene,6.7,277
4366,1000000,13508,5.323184,1678874,92,Who Killed the Electric Car?,7.2,59
4372,1000000,8675,5.06516,33400000,94,Orgazmo,6.2,115
4373,51059418.94,13132,3.65924,33400000,108,All the Real Girls,5.9,30
4378,51059418.94,13198,8.542921,33400000,88,Wristcutters: A Love Story,6.7,160
4381,1000000,123678,8.887411,444575,115,The Act of Killing,7.5,210
4382,1000000,13362,0.748565,274661,106,Taxi to the Dark Side,6.6,53
4386,1000000,201132,1.883947,33400000,92,Antarctica: A Year on Ice,7.2,29
4388,1000000,112456,0.341461,33400000,114,Hardflip,4.7,5
4391,51059418.94,66195,6.507094,14870,93,The Perfect Host,6.2,135
4393,1000000,46727,0.340019,33400000,104,Speedway Junky,5.2,7
4398,1000000,320146,1.50211,33400000,97,Creative Control,5.4,25
4411,51059418.94,37694,0.023681,33400000,87,Proud,5.5,3
4414,51059418.94,34592,1.563711,33400000,92,ZMD: Zombies of Mass Destruction,4.7,31
4421,51059418.94,101179,6.679954,33400000,95,Truth or Dare,5.7,117
4428,950000,207769,7.310879,33400000,87,Banshee Chapter,5.7,92
4429,950000,271185,8.976128,33400000,100,Ask Me Anything,5.5,155
4433,930000,91070,5.974156,30905,100,L!fe Happens,5.3,66
4436,950000,2652,25.918007,7022209,103,Hard Candy,6.8,701
4439,51059418.94,157354,20.967146,17385830,85,Fruitvale Station,7.3,390
4441,858000,3170,47.651878,267447150,70,Bambi,6.8,1405
4447,51059418.94,84184,9.436431,3094813,91,Celeste & Jesse Forever,6.4,163
4450,51059418.94,367551,5.023091,33400000,86,American Hero,5,62
4464,800000,14451,11.205726,1984662,91,Dead Snow,6.1,311
4471,51059418.94,74510,5.498834,33400000,89,Kevin Hart: Laugh at My Pain,7.7,43
4473,750000,58428,14.386807,78396,102,The Innkeepers,5.4,219
4476,51059418.94,13429,3.283886,33400000,99,Donkey Punch,4.5,52
4477,750000,9022,12.284939,33400000,90,All the Boys Love Mandy Lane,5.7,209
4482,700000,18734,7.731064,1667192,97,L.I.E.,6.7,31
4483,51059418.94,206197,2.868942,33400000,104,The Sisterhood of Night,6.5,31
4485,700000,7859,12.378031,4911725,107,Half Nelson,6.5,240
4486,700000,302579,0.578798,10508,107,Naturally Native,0,0
4496,60000,2667,41.690578,248000000,81,The Blair Witch Project,6.3,1055
4507,560000,704,10.730056,12299668,88,A Hard Day's Night,7.3,168
4511,500000,14438,6.093989,33456317,122,Fireproof,7,100
4515,51059418.94,89857,1.292948,33400000,87,High Road,5.8,22
4519,51059418.94,41144,0.05021,33400000,120,To Save A Life,6.2,21
4524,500000,84401,0.109579,845188,93,Sholem Aleichem: Laughing In The Darkness,7,2
4526,51059418.94,36825,0.082978,33400000,101,The R.M.,4.8,4
4528,500000,12281,8.519202,603943,90,Mean Creek,6.9,106
4533,51059418.94,172533,17.378455,343341,90,Drinking Buddies,6,356
4539,500000,45649,9.108949,98017,85,Rubber,5.7,251
4542,500000,43933,26.406001,4242978,94,Monsters,6.2,587
4545,500000,139715,2.391847,33400000,87,Detention of the Dead,4.5,34
4559,51059418.94,362765,0.072359,33400000,90,The Sound and the Shadow,0,0
4576,51059418.94,188166,25.349758,258384,90,Blue Ruin,6.9,462
4577,15000,23827,47.456823,193355800,86,Paranormal Activity,5.9,1316
4579,400000,762,64.782984,5028948,91,Monty Python and the Holy Grail,7.8,1708
4583,51059418.94,47546,0.084344,33400000,92,I Want Your Money,3.8,5
4597,51059418.94,319069,0.59458,33400000,84,Censored Voices,5.1,8
4600,51059418.94,79161,0.049921,33400000,90,51 Birch Street,6.8,6
4605,51059418.94,38810,28.858238,110197,94,Dogtooth,6.9,332
4606,300000,21525,1.314576,7808524,112,Tupac: Resurrection,8,26
4610,300000,1550,4.270596,33400000,81,Pieces of April,6.4,64
4629,300000,80468,2.733725,33400000,97,Some Guy Who Kills People,5.7,45
4630,51059418.94,84188,8.942203,319285,90,Compliance,6.3,221
4631,250000,2255,20.601483,12021272,113,Chasing Amy,6.7,433
4643,250000,60420,21.825564,3542353,90,Like Crazy,6.4,381
4647,250000,109729,6.978907,56825,99,The Canyons,4.1,75
4648,51059418.94,78307,0.493223,33400000,86,On the Outs,5.9,6
4649,51059418.94,12247,5.251143,33400000,92,Shotgun Stories,6.9,57
4650,51059418.94,29917,20.265518,33400000,101,Exam,6.6,523
4655,250000,77934,0.065103,33400000,96,The Christmas Bunny,5.7,7
4664,230000,18533,18.450613,2260712,92,Bronson,6.9,733
4666,225000,139948,0.126676,111300,86,Burn,6.9,6
4675,200000,54897,0.616283,2295733,101,The Grace Card,6.5,10
4687,51059418.94,14758,1.948435,33400000,86,Good Dick,6.1,34
4688,51059418.94,13363,31.339015,33400000,87,The Man from Earth,7.7,687
4695,180000,21334,7.072118,900000,89,Children of Heaven,7.8,112
4696,8000,79120,1.041254,469947,96,Weekend,7.4,163
4701,150000,5822,0.132878,15200000,97,Sweet Sweetback's Baadasssss Song,4.6,18
4704,160000,5723,19.052179,20710513,85,Once,7.3,453
4711,51059418.94,178862,2.557258,33400000,73,Aroused,7.2,11
4717,125000,84355,12.833247,3200000,90,Your Sister's Sister,6.5,137
4718,120000,18632,2.213889,33400000,88,A Dog's Breakfast,5.9,24
4720,8500000,339408,9.452808,15861566,120,The Birth of a Nation,6.5,178
4722,100000,18925,4.563698,10178331,111,Facing the Giants,6.6,64
4723,100000,299245,18.045782,42664410,87,The Gallows,4.9,361
4738,60000,473,27.788067,3221152,84,Pi,7.1,586
4746,51059418.94,294086,0.176377,33400000,75,Tiger Orange,6.4,4
4752,65000,47607,2.380332,416498,99,Tiny Furniture,5.6,59
4757,51059418.94,174362,0.048726,33400000,93,Bending Steel,5,1
4758,4000000,242095,27.662696,600896,95,The Signal,5.8,631
4760,51059418.94,158895,0.76368,33400000,83,This Is Martin Bonner,6.6,4
4765,51059418.94,228550,0.160779,33400000,83,Raymond Did It,3.2,8
4766,51059418.94,13963,3.277287,321952,117,The Last Waltz,7.9,64
4772,31192,42151,1.330379,10000,89,Down Terrace,6.3,26
4773,27000,2292,19.748658,3151130,92,Clerks,7.4,755
4781,22000,255266,0.048948,33400000,90,Dry Spell,6,1
4791,13,157185,0.332679,33400000,84,Tin Can Man,2,1
4796,7000,14337,23.307949,424760,77,Primer,6.9,658
4801,51059418.94,126186,0.857008,33400000,98,Shanghai Calling,5.7,7
